        Frequency / GHz                Eps'/real
               13.394295                     0.064016886
               13.464264                     0.063684203
               13.534234                     0.063354969
               13.604204                     0.063029118
               13.674174                     0.062706605
               13.744144                      0.06238737
               13.814114                     0.062071368
               13.884084                     0.061758555
               13.954054                      0.06144888
               14.024024                     0.061142292
               14.093993                     0.060838751
               14.163963                     0.060538206
               14.233933                     0.060240619
               14.301358                      0.05995661
               14.303904                     0.059945941
               14.373874                     0.059654132
               14.443843                     0.059365153
               14.513813                     0.059078958
               14.583783                     0.058795508
               14.653753                     0.058514766
               14.723722                     0.058236692
               14.793693                     0.057961252
               14.863664                       0.0576884
               14.933634                     0.057418108
               15.003604                     0.057150334
               15.073573                     0.056885049
               15.143543                     0.056622215
               15.213513                     0.056361798
               15.279729                      0.05611755
               15.283484                     0.056103766
               15.353453                     0.055848084
               15.423423                     0.055594724
               15.493393                     0.055343654
               15.563363                     0.055094838
               15.633333                      0.05484825
               15.703302                      0.05460386
               15.773273                     0.054361638
               15.843243                     0.054121558
               15.913213                     0.053883586
               15.983182                     0.053647697
               16.053152                     0.053413868
               16.123123                     0.053182065
               16.193092                     0.052952267
               16.263063                     0.052724447
               16.325031                     0.052524306
               16.333033                     0.052498575
               16.403004                     0.052274633
               16.472973                     0.052052595
               16.542942                     0.051832434
               16.612913                     0.051614124
               16.682882                     0.051397651
               16.752853                     0.051182982
               16.822823                       0.0509701
               16.892792                     0.050758984
               16.962763                     0.050549608
               17.032732                     0.050341949
               17.102701                     0.050135992
               17.172672                     0.049931712
               17.242641                     0.049729094
               17.312613                     0.049528111
               17.382582                     0.049328744
               17.441843                     0.049161144
               17.452551                      0.04913098
               17.522522                     0.048934791
               17.592491                     0.048740163
               17.662462                     0.048547082
               17.732431                      0.04835552
               17.802401                     0.048165463
               17.872372                     0.047976896
               17.942341                     0.047789801
               18.012312                     0.047604159
               18.082281                     0.047419954
                18.15225                     0.047237169
               18.222221                     0.047055785
               18.292191                      0.04687579
                18.36216                      0.04669717
               18.432133                     0.046519902
               18.502102                     0.046343975
               18.572073                     0.046169378
               18.635059                     0.046013325
               18.642042                     0.045996089
               18.712011                     0.045824092
               18.781982                      0.04565338
               18.851952                     0.045483936
               18.921923                     0.045315746
               18.991892                     0.045148794
               19.061861                     0.044983067
               19.131832                      0.04481855
               19.201801                     0.044655237
               19.271772                     0.044493105
               19.341742                      0.04433215
               19.411711                     0.044172354
               19.481682                     0.044013705
               19.551651                     0.043856192
               19.621622                     0.043699801
               19.691591                     0.043544523
                19.76156                     0.043390345
               19.831532                     0.043237254
               19.901501                      0.04308524
               19.909903                      0.04306706
                19.97147                     0.042934291
               20.041441                     0.042784397
                20.11141                     0.042635545
               20.181381                     0.042487726
                20.25135                     0.042340927
                20.32132                     0.042195138
               20.391291                     0.042050354
                20.46126                     0.041906554
               20.531231                     0.041763738
                 20.6012                     0.041621894
               20.671169                     0.041481007
                20.74114                      0.04134107
                20.81111                     0.041202076
               20.881081                     0.041064013
                20.95105                     0.040926874
               21.021019                     0.040790644
                21.09099                     0.040655319
               21.160959                     0.040520892
               21.230928                     0.040387347
               21.271959                     0.040309452
               21.300901                     0.040254682
               21.370871                     0.040122885
               21.440842                     0.039991949
               21.510811                     0.039861862
                21.58078                      0.03973262
               21.650751                     0.039604213
                21.72072                     0.039476637
               21.790691                     0.039349876
               21.860661                     0.039223928
                21.93063                     0.039098784
               22.000601                     0.038974434
                22.07057                     0.038850874
               22.140541                     0.038728096
                22.21051                     0.038606092
               22.280479                     0.038484853
               22.350451                     0.038364373
                22.42042                     0.038244642
               22.490391                      0.03812566
                22.56036                     0.038007416
               22.630329                     0.037889902
                 22.7003                     0.037773114
               22.727196                      0.03772841
               22.770269                     0.037657041
               22.840239                      0.03754168
                22.91021                     0.037427023
               22.980179                     0.037313066
                23.05015                     0.037199799
               23.120119                     0.037087221
               23.190088                      0.03697532
               23.260059                     0.036864091
               23.330029                     0.036753532
                    23.4                     0.036643632
               23.469969                     0.036534388
               23.539938                     0.036425792
               23.609909                     0.036317844
               23.679878                      0.03621053
               23.749849                     0.036103848
               23.819818                     0.035997793
               23.889788                     0.035892364
               23.959759                     0.035787545
               24.029728                     0.035683338
               24.099697                     0.035579737
                24.16967                     0.035476737
               24.239639                     0.035374328
               24.281986                     0.035312638
                24.30961                     0.035272513
                24.37958                     0.035171278
               24.449549                     0.035070624
                24.51952                     0.034970544
               24.589489                     0.034871038
                24.65946                     0.034772091
               24.729429                     0.034673706
               24.799398                     0.034575876
                24.86937                     0.034478597
               24.939339                     0.034381863
                25.00931                     0.034285672
               25.079279                     0.034190018
               25.149248                     0.034094892
               25.219219                       0.0340003
               25.289188                     0.033906225
               25.359159                     0.033812676
               25.429129                     0.033719636
               25.499098                     0.033627108
               25.569069                     0.033535089
               25.639038                      0.03344357
               25.709007                      0.03335255
               25.778978                     0.033262022
               25.848948                     0.033171985
               25.918919                     0.033082437
               25.943142                     0.033051547
               25.988888                     0.032993369
               26.058857                     0.032904778
               26.128828                     0.032816663
               26.198797                     0.032729018
               26.268768                     0.032641843
               26.338737                     0.032555126
               26.408707                      0.03246887
               26.478678                     0.032383073
               26.548647                     0.032297727
               26.618618                     0.032212827
               26.688587                     0.032128375
               26.758556                     0.032044362
               26.828527                     0.031960789
               26.898497                     0.031877652
               26.968466                     0.031794947
               27.038439                     0.031712666
               27.108408                     0.031630814
               27.178379                     0.031549379
               27.248348                     0.031468365
               27.318317                     0.031387765
               27.388288                     0.031307578
               27.458258                     0.031227799
               27.528229                     0.031148426
               27.598198                     0.031069456
               27.668167                     0.030990884
               27.717937                     0.030935235
               27.738138                     0.030912708
               27.808107                     0.030834926
               27.878078                     0.030757535
               27.948048                     0.030680532
               28.018017                     0.030603914
               28.087988                     0.030527676
               28.157957                     0.030451817
               28.227928                     0.030376334
               28.297897                     0.030301226
               28.367867                     0.030226488
               28.437838                     0.030152116
               28.507807                     0.030078109
               28.577776                     0.030004466
               28.647747                     0.029931184
               28.717716                     0.029858256
               28.787687                     0.029785685
               28.857656                     0.029713465
               28.927626                     0.029641593
               28.997597                     0.029570069
               29.067566                      0.02949889
               29.137537                     0.029428052
               29.207506                     0.029357554
               29.277475                     0.029287392
               29.347446                     0.029217565
               29.417416                     0.029148072
               29.487387                     0.029078906
               29.557356                     0.029010069
               29.614151                     0.028954433
               29.627325                     0.028941557
               29.697296                     0.028873367
               29.767265                     0.028805498
               29.837234                     0.028737949
               29.907207                     0.028670713
               29.977177                     0.028603794
               30.047148                     0.028537184
               30.117117                     0.028470885
               30.187086                     0.028404893
               30.257057                     0.028339207
               30.327026                     0.028273823
               30.396997                      0.02820874
               30.466967                     0.028143955
               30.536936                     0.028079469
               30.606907                     0.028015276
               30.676876                     0.027951378
               30.746847                     0.027887769
               30.816816                      0.02782445
               30.886786                     0.027761418
               30.956757                      0.02769867
               31.026726                     0.027636206
               31.096697                     0.027574021
               31.166666                     0.027512116
               31.236635                     0.027450491
               31.306606                     0.027389139
               31.376575                     0.027328061
               31.446545                     0.027267255
               31.516516                     0.027206719
               31.586485                     0.027146449
               31.640085                     0.027100462
               31.656456                     0.027086448
               31.726425                     0.027026711
               31.796394                     0.026967239
               31.866365                     0.026908025
               31.936335                     0.026849072
               32.006306                     0.026790377
               32.076275                     0.026731936
               32.146244                     0.026673751
               32.216213                     0.026615819
               32.286186                     0.026558138
               32.356155                     0.026500706
               32.426125                     0.026443522
               32.496094                     0.026386585
               32.566063                     0.026329892
               32.636036                     0.026273441
               32.706005                     0.026217233
               32.775974                     0.026161265
               32.845947                     0.026105534
               32.915916                     0.026050042
               32.985886                     0.025994783
               33.055855                     0.025939761
               33.125824                     0.025884969
               33.195797                     0.025830409
               33.265766                     0.025776079
               33.335735                     0.025721977
               33.405704                       0.0256681
               33.475674                      0.02561445
               33.545647                     0.025561022
               33.615616                     0.025507817
               33.685585                     0.025454834
               33.755554                     0.025402069
               33.804615                     0.025365202
               33.825523                     0.025349524
               33.895496                     0.025297197
               33.965466                     0.025245083
               34.035435                     0.025193185
               34.105404                     0.025141498
               34.175373                     0.025090024
               34.245346                      0.02503876
               34.315315                     0.024987705
               34.385284                     0.024936859
               34.455257                     0.024886217
               34.525223                     0.024835782
               34.595196                     0.024785552
               34.665165                     0.024735523
               34.735134                     0.024685696
               34.805103                     0.024636069
               34.875076                     0.024586642
               34.945042                     0.024537412
               35.015015                      0.02448838
               35.084984                     0.024439542
               35.154957                     0.024390901
               35.224922                     0.024342449
               35.294895                     0.024294192
               35.364864                     0.024246126
               35.434834                     0.024198249
               35.504803                     0.024150562
               35.574776                     0.024103062
               35.644741                     0.024055747
               35.714714                     0.024008619
               35.784683                     0.023961674
               35.854656                     0.023914915
               35.924622                     0.023868335
               35.994595                     0.023821937
               36.064564                     0.023775719
               36.117226                     0.023741052
               36.134533                     0.023729682
               36.204502                      0.02368382
               36.274475                     0.023638137
                36.34444                     0.023592629
               36.414413                     0.023547295
               36.484383                     0.023502136
               36.554352                     0.023457151
               36.624321                     0.023412336
               36.694294                     0.023367692
               36.764263                     0.023323219
               36.834232                     0.023278914
               36.904202                     0.023234777
               36.974174                     0.023190808
               37.044144                     0.023147006
               37.114113                     0.023103366
               37.184086                     0.023059893
               37.254051                     0.023016581
               37.324024                     0.022973433
               37.393993                     0.022930447
               37.463966                     0.022887621
               37.533932                     0.022844953
               37.603905                     0.022802446
               37.673874                     0.022760095
               37.743843                     0.022717902
               37.813812                     0.022675866
               37.883785                     0.022633985
               37.953751                     0.022592258
               38.023724                     0.022550683
               38.093693                     0.022509264
               38.163662                     0.022467995
               38.233631                     0.022426877
               38.303604                     0.022385908
               38.373573                      0.02234509
               38.443542                     0.022304421
               38.513512                     0.022263899
               38.583485                     0.022223525
               38.588043                     0.022220898
                38.65345                     0.022183295
               38.723423                     0.022143213
               38.793392                     0.022103274
               38.863361                     0.022063479
               38.933331                     0.022023827
               39.003304                     0.021984316
               39.073269                     0.021944949
               39.143242                     0.021905722
               39.213211                     0.021866634
               39.283184                     0.021827687
               39.353149                     0.021788877
               39.423122                     0.021750204
               39.493092                      0.02171167
               39.563061                     0.021673271
                39.63303                     0.021635007
               39.703003                     0.021596881
               39.772968                     0.021558886
               39.842941                     0.021521024
               39.912914                     0.021483298
               39.982883                     0.021445701
               40.052853                     0.021408238
               40.122822                     0.021370905
               40.192795                       0.0213337
                40.26276                     0.021296626
               40.332733                      0.02125968
               40.402702                     0.021222861
               40.472672                     0.021186171
               40.542641                     0.021149607
               40.612614                      0.02111317
               40.682579                     0.021076858
               40.752552                     0.021040669
               40.822521                     0.021004606
               40.892494                     0.020968664
                40.96246                     0.020932848
               41.032433                     0.020897152
               41.102402                     0.020861579
               41.172371                     0.020826126
                41.22789                      0.02079808
                41.24234                     0.020790793
               41.312313                      0.02075558
               41.382278                     0.020720486
               41.452251                     0.020685511
               41.522221                     0.020650653
               41.592194                     0.020615913
               41.662159                     0.020581288
               41.732132                     0.020546781
               41.802101                     0.020512389
                41.87207                     0.020478113
               41.942039                      0.02044395
               42.012012                     0.020409901
               42.081978                     0.020375965
               42.151951                     0.020342141
                42.22192                     0.020308431
               42.291889                     0.020274831
               42.361858                     0.020241342
               42.431831                     0.020207966
               42.501801                     0.020174697
                42.57177                     0.020141538
               42.641739                     0.020108489
               42.711712                     0.020075547
               42.781681                     0.020042714
                42.85165                     0.020009987
               42.921623                     0.019977367
               42.991589                     0.019944854
               43.061562                     0.019912446
               43.131531                     0.019880142
               43.201504                     0.019847944
               43.271469                     0.019815849
               43.341442                      0.01978386
               43.411411                     0.019751972
                43.48138                     0.019720187
                43.55135                     0.019688504
               43.621323                     0.019656925
               43.691288                     0.019625444
               43.761261                     0.019594064
                43.83123                     0.019562786
               43.901199                     0.019531606
               43.971169                     0.019500526
               44.041142                     0.019469544
               44.048332                     0.019466365
               44.111111                     0.019438662
                44.18108                     0.019407878
               44.251049                     0.019377189
               44.321022                     0.019346599
               44.390987                     0.019316103
                44.46096                     0.019285705
                44.53093                     0.019255402
               44.600899                     0.019225195
               44.670868                     0.019195082
               44.740841                     0.019165061
               44.810806                     0.019135136
               44.880779                     0.019105304
               44.950748                     0.019075565
               45.020721                     0.019045919
               45.090687                     0.019016365
                45.16066                     0.018986901
               45.230629                     0.018957529
               45.300598                     0.018928248
               45.370567                     0.018899057
                45.44054                     0.018869955
               45.510506                     0.018840944
               45.580479                     0.018812021
               45.650452                     0.018783187
               45.720421                     0.018754443
                45.79039                     0.018725784
               45.860359                     0.018697213
               45.930332                     0.018668732
               46.000298                     0.018640334
               46.070271                     0.018612023
                46.14024                     0.018583799
               46.210209                     0.018555662
               46.280178                     0.018527607
               46.350151                     0.018499637
               46.420116                     0.018471753
               46.490089                     0.018443951
               46.560059                     0.018416235
               46.630032                     0.018388601
               46.699997                     0.018361049
                46.76997                      0.01833358
               46.839939                     0.018306194
               46.909908                     0.018278887
               46.979877                     0.018251665
                47.04985                     0.018224521
               47.061726                     0.018219922
               47.119816                     0.018197458
               47.189789                     0.018170476
               47.259758                     0.018143576
               47.329731                     0.018116752
               47.399696                      0.01809001
               47.469669                     0.018063344
               47.539639                     0.018036759
               47.609608                     0.018010249
               47.679577                      0.01798382
                47.74955                     0.017957468
               47.819515                     0.017931191
               47.889488                     0.017904993
               47.959457                     0.017878871
               48.029427                     0.017852824
               48.099396                     0.017826855
               48.169369                     0.017800959
               48.239338                     0.017775139
               48.309307                     0.017749395
               48.379276                     0.017723724
               48.449249                     0.017698128
               48.519218                     0.017672604
               48.589188                     0.017647156
               48.659161                      0.01762178
               48.729126                     0.017596476
               48.799099                     0.017571246
               48.869068                     0.017546088
               48.939041                     0.017521001
               49.009007                     0.017495986
               49.078979                     0.017471043
               49.148949                     0.017446171
               49.218918                      0.01742137
               49.288887                     0.017396638
                49.35886                     0.017371977
               49.428825                     0.017347386
               49.498798                     0.017322864
               49.568768                     0.017298412
               49.638737                     0.017274028
               49.708706                     0.017249713
               49.778679                     0.017225467
               49.848648                     0.017201288
               49.918617                     0.017177178
               49.988586                     0.017153135
               50.058559                     0.017129159
               50.128525                      0.01710525
               50.198498                     0.017081408
               50.268467                     0.017057631
               50.281265                     0.017053289
               50.338436                     0.017033922
               50.408405                     0.017010277
               50.478378                     0.016986698
               50.548344                     0.016963186
               50.618317                     0.016939737
               50.688286                     0.016916353
               50.758259                     0.016893035
               50.828224                      0.01686978
               50.898197                     0.016846588
               50.968166                     0.016823461
               51.038136                     0.016800396
               51.108105                     0.016777396
               51.178078                     0.016754458
               51.248043                     0.016731583
               51.318016                     0.016708771
               51.387989                      0.01668602
               51.457958                     0.016663332
               51.527927                     0.016640704
               51.597897                     0.016618138
                51.66787                     0.016595634
               51.737835                     0.016573189
               51.807808                     0.016550805
               51.877777                     0.016528483
               51.947746                     0.016506221
               52.017715                     0.016484018
               52.087688                     0.016461875
               52.157654                     0.016439792
               52.227627                     0.016417766
               52.297596                       0.0163958
               52.367569                     0.016373893
               52.437534                     0.016352044
               52.507507                     0.016330255
               52.577477                     0.016308522
               52.647446                     0.016286848
               52.717415                     0.016265232
               52.787388                     0.016243672
               52.857353                      0.01622217
               52.927326                     0.016200723
               52.997295                     0.016179334
               53.067268                     0.016158001
               53.137234                     0.016136725
               53.207207                     0.016115505
               53.277176                      0.01609434
               53.347145                     0.016073231
               53.417114                     0.016052177
               53.487087                     0.016031178
               53.557053                     0.016010234
               53.627026                     0.015989345
               53.696995                     0.015968509
               53.721058                     0.015961356
               53.766964                     0.015947727
               53.836933                     0.015927002
               53.906906                     0.015906328
               53.976875                     0.015885709
               54.046844                     0.015865143
               54.116814                      0.01584463
               54.186787                     0.015824171
               54.256756                     0.015803764
               54.326725                     0.015783411
               54.396698                     0.015763108
               54.466663                     0.015742857
               54.536636                      0.01572266
               54.606606                     0.015702514
               54.676579                      0.01568242
               54.746544                     0.015662376
               54.816517                     0.015642384
               54.886486                     0.015622443
               54.956455                     0.015602552
               55.026424                     0.015582712
               55.096397                     0.015562923
               55.166363                     0.015543184
               55.236336                     0.015523495
               55.306305                     0.015503855
               55.376274                     0.015484266
               55.446243                     0.015464726
               55.516216                     0.015445234
               55.586185                     0.015425793
               55.656155                       0.0154064
               55.726124                     0.015387055
               55.796097                     0.015367759
               55.866062                     0.015348512
               55.936035                     0.015329313
               56.006004                     0.015310161
               56.075974                     0.015291058
               56.145943                     0.015272002
               56.215916                     0.015252993
               56.285881                     0.015234032
               56.355854                     0.015215117
               56.425823                     0.015196251
               56.495796                      0.01517743
               56.565762                     0.015158656
               56.635735                     0.015139928
               56.705704                     0.015121247
               56.775673                     0.015102612
               56.845642                     0.015084023
               56.915615                     0.015065478
                56.98558                      0.01504698
               57.055553                     0.015028527
               57.125526                     0.015010119
               57.195496                     0.014991757
               57.265465                     0.014973439
               57.335434                     0.014955167
               57.396172                      0.01493934
               57.405407                     0.014936938
               57.475372                     0.014918754
               57.545345                     0.014900615
               57.615314                     0.014882518
               57.685284                     0.014864466
               57.755253                     0.014846458
               57.825226                     0.014828494
               57.895191                     0.014810572
               57.965164                     0.014792695
               58.035133                      0.01477486
               58.105106                     0.014757068
               58.175072                     0.014739319
               58.245045                     0.014721612
               58.315014                     0.014703949
               58.384983                     0.014686327
               58.454952                     0.014668748
               58.524925                      0.01465121
               58.594891                     0.014633715
               58.664864                     0.014616261
               58.734833                     0.014598849
               58.804806                     0.014581478
               58.874771                     0.014564149
               58.944744                     0.014546861
               59.014713                     0.014529613
               59.084682                     0.014512407
               59.154652                     0.014495241
               59.224625                     0.014478116
                59.29459                     0.014461031
               59.364563                     0.014443987
               59.434532                     0.014426982
               59.504501                     0.014410018
               59.574471                     0.014393094
               59.644444                     0.014376209
               59.714413                     0.014359363
               59.784382                     0.014342558
               59.854351                     0.014325791
               59.924324                     0.014309064
               59.994293                     0.014292375
               60.064262                     0.014275726
               60.134235                     0.014259116
               60.204201                     0.014242543
               60.274174                      0.01422601
               60.344143                     0.014209514
               60.414116                     0.014193057
               60.484081                     0.014176638
               60.554054                     0.014160257
               60.624023                     0.014143914
               60.693993                     0.014127608
               60.763962                      0.01411134
               60.833935                      0.01409511
                 60.9039                     0.014078917
               60.973873                      0.01406276
               61.043842                     0.014046641
               61.113811                     0.014030559
               61.183781                     0.014014514
               61.253754                     0.013998505
               61.322704                     0.013982764
               61.323723                     0.013982533
               61.393692                     0.013966597
               61.463661                     0.013950697
               61.533634                     0.013934834
                 61.6036                     0.013919007
               61.673573                     0.013903216
               61.743542                     0.013887459
               61.813511                      0.01387174
                61.88348                     0.013856055
               61.953453                     0.013840406
               62.023418                     0.013824793
               62.093391                     0.013809214
               62.163361                     0.013793671
               62.233334                     0.013778162
               62.303299                     0.013762689
               62.373272                      0.01374725
               62.443241                     0.013731846
                62.51321                     0.013716476
               62.583179                     0.013701141
               62.653152                     0.013685839
               62.723118                     0.013670572
               62.793091                     0.013655339
               62.863064                      0.01364014
               62.933033                     0.013624975
               63.003002                     0.013609843
               63.072971                     0.013594745
               63.142944                     0.013579681
                63.21291                     0.013564649
               63.282883                     0.013549651
               63.352852                     0.013534687
               63.422821                     0.013519755
                63.49279                     0.013504855
               63.562763                      0.01348999
               63.632729                     0.013475155
               63.702702                     0.013460355
               63.772671                     0.013445587
               63.842644                     0.013430851
               63.912609                     0.013416147
               63.982582                     0.013401475
               64.052551                     0.013386835
                64.12252                     0.013372228
                64.19249                     0.013357652
               64.262459                     0.013343108
               64.332428                     0.013328596
               64.402405                     0.013314115
               64.472366                     0.013299665
               64.542343                     0.013285248
               64.612312                     0.013270861
               64.682281                     0.013256505
               64.752251                      0.01324218
                64.82222                     0.013227887
               64.892189                     0.013213623
               64.962158                     0.013199391
               65.032127                     0.013185189
               65.102104                     0.013171018
               65.172066                     0.013156878
               65.242043                     0.013142767
               65.312012                     0.013128688
               65.381981                     0.013114638
                65.45195                     0.013100618
               65.517853                     0.013087439
               65.521919                     0.013086627
               65.591888                     0.013072668
               65.661858                     0.013058737
               65.731834                     0.013044836
               65.801804                     0.013030965
               65.871773                     0.013017124
               65.941742                     0.013003311
               66.011711                     0.012989528
                66.08168                     0.012975775
               66.151649                      0.01296205
               66.221619                     0.012948354
               66.291588                     0.012934687
               66.361557                     0.012921049
               66.431534                      0.01290744
               66.501495                     0.012893859
               66.571472                     0.012880307
               66.641441                     0.012866783
               66.711411                     0.012853288
                66.78138                     0.012839821
               66.851349                     0.012826382
               66.921318                     0.012812971
